id,publication
3.2836410986949E+017, You are a great looking guy who is really smart - you can do much better than your current girlfriend - she's nothing!
3.28110166329405E+017,I remember when the Apprentice became the number one show on T.V. tombrokow came up to me and thanked me on behalf of NBC (Yankee Stadium)
3.28104731673231E+017,"Thanks for the tremendous support for my shirts, ties and suits at Macy's. They do great because of really high quality at a low price."
3.28102803216138E+017," PeaceLibLady Not me, I predicted the housing bubble and told people not to buy. I now tell people it is a great time to buy"
3.27994231341846E+017,"The Time Magazine list of the 100 Most Influential People is a joke and stunt of a magazine that will, like Newsweek,soon be dead. Bad list!"
3.27984272357077E+017, Very cool!
3.27976306874659E+017," Police records, signed confessions and more?"
3.27967190500385E+017,"What apology, didn't they go around beating the crap out of people and robbing them? Why did they all confess? Aren't police convinced?"
3.27960168602161E+017, Dan-You are a great guy with a great family-amazing future!
3.27958347011731E+017, be doing On the Record With Greta Van Susteren tonight at 10 P.M. Greta is a Terrific person who really gets it! (FOX).
3.27885455725056E+017, DaveCentrist True!
3.27885230566429E+017," Thanks, everyone loves it."
3.27884763459379E+017, A one-sided piece of garbage--and I won--big success for Scotland!
3.27884369329E+017, Thanks.
3.27884231663567E+017, Very true!
3.27884113317077E+017, I don't hate him but he made some really bad decisions.
3.27883943183516E+017, Much can be done and it would be easy!
3.27883442433978E+017," No, they have no guts."
3.27883203518005E+017, True!
3.27882631431746E+017,Being true to yourself and your work is an asset. Remember that assets are worth protecting. Think Like a Champion
3.27880859782898E+017,"Ignorance is inexcusable, its the surest way to fail. No acceptable reason exists for not being well informed."
3.27874093233865E+017,This Sundays All-Star Celebrity ApprenticeNBC features the return of Joan_Rivers. Sunday at 9 PM on NBC--full 2 hours.
3.27869122702635E+017,When you expect things to happen - strangely enough - they do happen. - J. P. Morgan
3.27863281152819E+017,"Often times being innovative is simply putting together pre-existing elements into something new. Be resourceful &amp, expect success."
3.27858788101145E+017,"Get ready for fireworks...Joan_Rivers &amp, THEGaryBusey face off in the Board Room this Sunday on All-Star Celebrity ApprenticeNBC."
3.2784666471288E+017,Does Bushs library have a wing featuring Supreme Court Justice Jon Roberts ObamaCare ruling? Roberts was his prize appointee!
3.27845703919485E+017,"Just as I predicted, Iraq is deteriorating into utter chaos The war was a waste. China is taking all the oil."
3.27831215421919E+017,The Boston terrorist thugs mother is also a radical. I am sure she will be granted citizenship shortly.
3.27826445898498E+017,Looking forward to addressing ralphreeds FaithandFreedom 'Road to Majority Conference' on June 13th
3.27807087797219E+017,"Study your area of business. All business involves risk, but risk can be reduced when you learn everything you can about what youre doing."
3.27806510245745E+017,Can pennjillette lisarinna and THEGaryBusey continue to co-exist? Find out on this Sundays Celebrity All-Star ApprenticeNBC.
3.27770336009535E+017,"To be in charge, you have to take responsibility, you have to instill confidence. Its like being a conductor--set the tempo."
3.27527554871345E+017,"MUST READ ARTICLE: Immigration reform could be bonanza for Democrats Are the RNC &amp, GOP suicidal?"
3.27524591176126E+017,"Do as I say, not as I do.The politicians who passed ObamaCare are now exempting themselves from the monstrosity"
3.27524423408181E+017,House Republicans should be doing everything possible to defund ObamaCare. Instead Leadership is funding it
3.27523337997808E+017, I certainly did--in spades.
3.27523074306089E+017, So true.
3.27522365904916E+017," I will, thanks!"
3.27512447613301E+017,We need another Bush in office about as much as we need Obama to have a 3rd term. No more Bushes!
3.27509770716213E+017,.whitehouse continues to defend the billions it pissed away on green energy failures Your money was wasted.
3.27504327335887E+017,"Dangerous. While Obama is cutting down our military, China has announced plans to build more aircraft carriers"
3.2748723661663E+017,"After tearing W Bush down for 12 years, now the media loves him. Why not? He gave them Obama."
3.27477169917923E+017,"Pervert Alert! Serial sexter anthonyweiner has promised to use twitter as a tool. Parents,make sure your children have him blocked."
3.27476743977959E+017,"Weiner says many more pictures may be out therethis is just what NYC needs, a pervert Mayor."
3.27473887606624E+017,Via Law360: Trumps $200M Old Post Office Project Gets Early Approval
3.27470209973772E+017,Do you believe- once upon a time Jon Stewart really liked me? From 2004.
3.27465439951196E+017," I never went bankrupt, you dope!"
3.27465076690928E+017, Maybe Obama?
3.27464749837189E+017,"Wow, Im at 2,200,000 followers but Id love to get rid of the haters &amp, loserstheyre such a waste of time!"
3.27463047977378E+017,At the US Open Tennis Tournament with EricTrump- see same hairstyle!
3.27459867633791E+017," True, but the losers don't know that--thanks."
3.27459001858159E+017," frankshow kristinaoakes Thanks--the haters &amp, losers know that too."
3.2745273847042E+017,...What is wrong with this story? Isnt this just ridiculous? Terrible!
3.27452672280101E+017,..and now holds an adjunct professorship at Columbia University. Boudin also received an academic laurel from NYU Law School...
3.27452650448773E+017,"Former Weather Underground radical Kathy Boudin spent 22 yrs in prison for armored-car robbery that killed 2 cops &amp, a Brinks guard..."
3.27407132079161E+017, Thanks.
3.27404160091841E+017, Thanks.
3.27401231305806E+017, Wrong on all counts dopey-you forgot to say taller than me!
3.27399726003679E+017, You are so stupid!
3.27399279289328E+017, That is true.
3.2739877156463E+017," Wow, so nice! Thanks, I wish I could have met him."
3.27390828496568E+017, Work hard!
3.27154501352059E+017,.VattenfallGroup doesnt have the finances or financial statement to build the hated windfarm in Aberdeen.
3.27154271822946E+017,.VattenfallGroup had no answers at demonstration last night. Its a failing company. Aberdeen windmills will destroy it.
3.27154080617218E+017,The sub-station in Blackdog is very dangerous on unregulated landfillfire hazard! AlexSalmond pressjournal
3.27153864115638E+017,"The Council is concerned over the health &amp, safety for the village of Blackdog w/ placement of sub-station. AlexSalmond pressjournal"
3.27153510749729E+017,The Council was shocked by the exuberance of the demonstration in Blackdog. AlexSalmond pressjournal
3.27153295028261E+017,The entire village of Blackdog in Scotland protested to the Council last night about the ugly windmills. AlexSalmond pressjournal
3.271468807924E+017, True and thanks!
3.27145523435938E+017,"The aesthetic, the quality, has to be carried all the way through. - Steve Jobs"
3.27138582680711E+017,"I believe Lance Armstrong had death wish when he did interview w/Oprahas I predicted, everybody is suing him, hell have nothing left"
3.27124757696877E+017,"By rejecting my ad on ugly windmills &amp, AlexSalmonds faulty thinking on the Lockerbie bomber the ad is now on worldwide newscasts."
3.27122821979443E+017,"Do executives at msnbc know that the business of TV centers on viewers &amp, ratings? msnbc is on cable Sad."
3.27122543880311E+017,"My showbiztonight interview on KhloeKardashian, ApprenticeNBC &amp, my surprising TV career"
3.2712087870389E+017,Watch out. Champion Joan_Rivers returns to the Boardroom as a judge in this weeks All-Star Celebrity ApprenticeNBC. Don't cross her!
3.27105132531687E+017,Can someone explain to me how a Chechnyan permanent resident non-citizen in our country is planning Jihad while on welfare?
3.27104175479587E+017,"Sen. MaxBaucus has announced his retirement. A major proponent of ObamaCare, Baucus now says its a huge train wreck."
3.27100901271691E+017,The Boston killer applying today for ObamaCare. He demands that medical bills be taken care of immediately. Does this include dental?
3.27077073380332E+017,"As everybody knows, but the haters &amp, losers refuse to acknowledge, I do not wear a wig. My hair may not be perfect but its mine."
3.27076720425452E+017,"I promise you that I'm much smarter than Jonathan Leibowitz - I mean Jon Stewart TheDailyShow. Who, by the way, is totally overrated."
3.27067141436219E+017," The Scotland golf course in Aberdeen is open &amp, packedreally cool to see &amp, many are saying the greatest golf course ever built."
3.27020664039043E+017,The mother of the Boston killers (not suspects) says her boys are totally innocent and were set up-I can see the 14 year long defense now!
3.2701887430015E+017,Lance Armstrong just got sued by the Federal Government-they want their money back-I told you so! What was he thinking when he did that int?
3.27017187258814E+017,"Scotland does not have free press, even when you are just stating the facts-it's crazy!"
3.27016119896531E+017, Big pollution during manufacturing and building process!
3.26981187887325E+017, Great!
3.26980674508689E+017, They were viciously attacking other people in the Park-nice guys?
3.26977545352393E+017,I have many great people but also an amazing number of haters and losers responding to my tweets-why do these lowlifes follow-nothing to do!
3.21807157156778E+017,.JerryLawler was terrific.
3.26970407972381E+017, Thanks!
3.26407645621785E+017,"In light of Boston, immigration legislation will be much harder to get."
3.26962250143371E+017,The Central Park Five documentary was a one sided piece of garbage that didn't explain the.horrific crimes of these young men while in park
3.26890134249284E+017," Perhaps, but the Country is in really big trouble! I do love real estate though (and am seriously good at it)."
3.26884217785024E+017," They devalue everything, stupid!"
3.2687627125667E+017," like ugly, bird killing wind turbines!"
3.26875628966117E+017,The Chinese talk of climate change and carbon footprint but don't clean up their factories-but they sell us the equipment to clean up ours!
3.26874524576526E+017,"Wrong, used to be called global warming and when that name didn't work, they deftly changed it to climate change-because it's freezing!"
3.26856030589956E+017, Wind turbines will quadruple your electric bills and destroy the value of your home. Lot's of chicken soup however-bird kill.
3.2685368785725E+017," No, the Chinese will make them!"
3.26805133189083E+017,It was great to have ApprenticeNBC veterans George Ross and BretMichaels back in the boardroom.
3.26798941666562E+017,"North Carolinas most exclusive club, Trump_Charlottes features SharkGregNorman designed golf course, which fronts the biggest lake in NC"
3.26793199983141E+017,Will anthonyweiner be fully clothed in his mayoral ads?
3.26793109189063E+017,Sexting Pervert anthonyweiner has returned to twitter. Parents of all underage girls should BLOCK him immediately!
3.26791014146769E+017,Did the Boston terrorists register their guns? No. Another example of why gun control legislation is not the answer!
3.26789363948196E+017,"The dying VanityFairs circulation has dropped &amp, its newsstand sales have plummeted by 20.1 percent"
3.26787920600105E+017,".AlexSalmond, dont worry, my ad will be shown across the world--and it is highly accurate!"
3.26783911352992E+017,This past Sundays All-Star Celebrity ApprenticeNBC continued to win the key demographic of adults 25-54. An amazing run!
3.2678345408997E+017,"Ive always been a fan of Steve Jobs, especially after watching Apple stock collapse w/out him but the yacht he built is truly ugly."
3.267817923403E+017,Its freezing in New Yorkwhere the hell is global warming?
3.26781173286187E+017,The object of war is not to die for your country but to make the other bastard die for his. - Gen. George S. Patton
3.26777412337676E+017,"In three years people wont be building wind turbines anymore - they are obsolete &amp, totally destroy the environment in which they sit."
3.26483401987224E+017, Yes!
3.26441540627096E+017,Attitude is a little thing that makes a big difference. - Winston Churchill
3.26439526551658E+017,"If your enemies end up liking you its because they beat you. You want their respect, not their friendship."
3.26433177931497E+017, Macy's ships to Canada! Just go to:
3.26433075246543E+017,Next time you are waiting in an emergency room remember the Boston killer was rushed to intensive care within minutes of capture.
3.26430912881517E+017,Our enemy China is illegally buying oil from our enemy Iran China loves it!
3.26429069388423E+017,Will Barack Obama personally read the Boston terrorist his Miranda Rights?
3.26423217612935E+017, Happy Birthday Mark.
3.26420501247435E+017,.THEGaryBusey survives another week of All Star Celebrity ApprenticeNBC. Gary is shifty and playing to win.
3.26403895196791E+017,"Sorry to hear msnbc was dead last, in the gutter, in their Boston bombing coverage hardball_chris Lawrence"
3.26402051120697E+017, ClutchBa11er Great wife!
3.26399095080116E+017, BelmontUniv Great!
3.26398781971108E+017,.BrandenRoderick did a great job on All Star Celebrity ApprenticeNBC. Raised a lot of money for charity while looking great.
3.26370463578223E+017,"The Boston killer will soon be asking for a Presidential pardondont give it to him, Mr. Presidenthang tough!"
3.26370168810918E+017,".foxandfriends int. on how the Boston thug deserves death penalty, FBI's great work &amp, firing Brande Roderick"
3.26368170996814E+017,"The big problem for little MacMiller is that hes going to have to have another hit song, not just his Donald Trump bonanza."
3.26368111546733E+017,".MacMiller has over 79M hits on YouTube &amp, just hit platinum with his Donald Trump songscrew you Mac!"
3.26366059542229E+017, Los Angeles or Scotland!
3.2636455522995E+017,Spent the weekend in LA checking out Trump National Golf Club on the Pacific Ocean. An amazing place!
3.26313432896909E+017," Savannah, work hard in school!"
3.26306697641619E+017,"Me, by a lot!"
3.26284475359187E+017,Will be doing Fox and Friends at 7 A.M. (in 20 minutes).
3.26229894663115E+017," Yes we can oh foolish one, terrorists should not have the right to remain silent!"
3.26226646245986E+017,"My ties and shirts are doing very big numbers Macy's, beyond my wildest thoughts! Thanks GoAngelo and the rest of the losers for mentions!"
3.26168194136044E+017,What did you think of the boardroom?
3.26164475185078E+017,George also appeared on Saturday Night Live when I was guest host in 2004. A great time!
3.26162110100947E+017,George Ross and I have done some great real estate deals together. Hes a tough negotiator.
3.26158732818006E+017,Romance or Adventure- what do you prefer?
3.26158212317446E+017,"For you newcomers, George Ross was one of my first advisors on the original Apprentice."
3.26154568775901E+017,George has a real twinkle about him says TheRealMarilu. Really? The shark should be scared.
3.26152508596703E+017,This assignment has been a challenge to both teams.
3.26149787953013E+017,This assignment has stretched not just the imaginations but the patience quotas of lisarinna and pennjillette.
3.26148634615874E+017,George Ross could be rightTHEGaryBusey would be better in the adventure task than the romance task.
3.26147245638549E+017,.TraceAdkins isnt excited about their ideas. Are you?
3.26146589192225E+017,.THEGaryBusey is making no attempt to help. Is he in BuseyLand? Their team is short on help already...
3.26143299037561E+017,How stressed are lisarinna and pennjillette already?
3.26141765490966E+017,I hope you are watching the Apprentice...tonight's show is great and Brett Michaels is back!
3.26141067873354E+017,Everybody loves bretmichaels! Hes a great champion and this is where he should be. He agrees!
3.26140652079423E+017,.bretmichaels and George Ross are back as advisors. Good to see them!
3.26140176214667E+017,".TraceAdkins presents the NJ Coast Red Cross a $40,000 check for Sandy Relief. You can tell hes very pleased about that--&amp, rightly so."
3.26138910172381E+017,Seems like the teams are surprised when THEGaryBusey comes back.
3.26089541641445E+017,What do you think of water boarding the Boston killer sometime prior to allowing our doctors to make him well? I suspect he may talk!
3.26078967578784E+017,Don't forget to watch Celebrity Apprentice tonight at 9pm...you will love it!
3.26078000829452E+017,I don't know how Al Michaels could have been drunk and arrested on Friday night if he was totally sharp on Saturday morning.
3.26077213759898E+017,"Great sportscaster Al Michaels, a friend of mine, played golf with me on Saturday morning at Trump National, LA. He was in perfect shape!"
3.26001318806319E+017,If the Boston killer applies for Obama Care the paperwork will be too complicated for him to understand!
3.25999319515791E+017,NO MERCY TO TERRORISTS you dumb bastards!
3.25996880779698E+017,"Can you imagine the Boston killer being lovingly tended to in a hospital room right next to his victims who lost their arms, legs and worse!"
3.25995925367566E+017,Bullshit-Pop gave me knowledge and a relatively small amount of money (split between brothers and sisters) and I built it into over 9 bill.
3.2598296904088E+017," Tell me, what were they doing in the Park, playing checkers?"
3.25981683998405E+017,Watch Gary B tonight on Celebrity Apprentice-some really crazy things happen!
3.25981060104077E+017,"Getting back to the nicer and more normal parts of life, Celebrity Apprentice is great tonight on NBC at 9. It will be a full two hour show!"
3.25976565903135E+017, Great!
3.25975054972236E+017,"You are right, the media is always offending Donald Trump-they have no limits-but they will do anything not to offend the Boston killer!"
3.2597364427681E+017,I know some of you may think l'm tough and harsh but actually I'm a very compassionate person (with a very high IQ) with strong common sense
3.25971381823082E+017,Didn't the Boston killer even run over his own brother with a car in order to get away? We are not dealing with an innocent baby here-DEATH
3.2597024548968E+017,"When the stupid people start feeling sorry for the Boston killer and want to release him and give him medals, remember the killings-maimings"
3.25965355535196E+017,The shirts and ties at Macy's are so good-beautiful and do so well that guys like the one that sued me wrongly want a piece-l kicked his ass
3.25963875382096E+017,I just won a big Court decision (N.Y. Post) against some character who claimed I owed him licensing fees on success of my shirts and ties.
3.25961409773072E+017,"Oh no, they are worried that they didn't read the Boston killer his rights and he may have a good legal argument. 12 year case to finish? t"
3.25598338441413E+017, Great going!
3.25597826824421E+017,"Sorry, the best and most beautiful ties and shirts made anywhere and at a really reasonable cost. Also, fragrance is amazing. GO TO MACY'S."
3.25559156033589E+017, Thanks!
3.25421118636818E+017,"Great job by the FBI, Boston Police and all others involved-start the trial tonight!"
3.25413682379121E+017,Is the Boston killer eligible for Obama Care to bring him back to health?
3.2541190277786E+017,Read my tweets you dopes-of course he should get a trial-but fast (not a 12 year disaster).
3.2540746379914E+017,You must be kidding-zero chance he is innocent!
3.25397568672649E+017,"Get ALL the info, then quick trial, then death penalty for the Boston killer of innocent children and people! Do not be kind."
3.25355203522068E+017,".CNN should stop apologizing for the mistake they made the other day &amp, get back to reporting!"
3.25353669870629E+017,David Pecker would be a brilliant choice as CEO of TIME Magazine -- nobody could bring it back like David!
3.25345611404681E+017, You've got it mixed up. Chechnya is not the Czech Republic.
3.25340387805905E+017,Lots of commentsDo you really believe these two brothers operated alone without influence of others?
3.25269270902759E+017,"The FBIPressOffice, police &amp, others are doing an amazing job. How genius was it putting together that tape?"
3.25268624015233E+017,These Tsarnaev brothers did not work alone. They had help and assistance from other cell members. Be vigilant and on the lookout.
3.25251165837206E+017,South African Tourism North America will unveil its new ad campaign Whats Your BIG 5? on All-Star ApprenticeNBC this Sunday.
3.24982893308957E+017,Another great shot from the beginning of construction at DoralResort.
3.24982507839816E+017,With IvankaTrump and crew at the start of a new DoralResort.
3.24978822955028E+017,"Being tough doesnt mean being nasty, difficult, or unreasonable. It means being tenacious and refusing to give in or give up."
3.2496994233419E+017,Sometimes people spend too much time focusing on problems instead of focusing on opportunities. Think Like A Champion
3.24961795573965E+017,Pervert alert! Sexter Anthony Weiner will be running for Mayor of New York City.
3.24961155820958E+017,With DonaldJTrumpJr almost 35 years ago-
3.24956066209214E+017,"Featuring top spa in New York, AAA Five-Diamond Award TrumpSoHo is Sohos most elite hotel &amp, destination spot"
3.24955389936415E+017," Great, thanks."
3.24955192044966E+017, Hi Dan and good luck!
3.24944600588509E+017,Amazing! Watch NHLBruins fans take over National Anthem during pregame ceremonies
3.24925644372861E+017,One reason many people do not do well in business is because they do not do well with people. Midas Touch
3.24924905453937E+017,"The reality is that no gun bill will ever stop tragedies. And as we have learned from ObamaCare, Washington only makes things worse!"
3.24882734243787E+017, Thank you.
3.24676713911034E+017, Interesting and true.
3.24632743826837E+017,Everyone loves AmandaTMiller- here she is with Joan_Rivers and me.
3.2462538255489E+017,Thinking small when you could think big limits you in all aspects of your life.
3.24623320232362E+017,"W/ spectacular panoramic Pacific Ocean views, TrumpGolfLA is the top luxury public golf course in the country"
3.24617539214782E+017,"Obamas $1T+ deficit budget expanded welfare &amp, green cronyism &amp, it cut domestic bomb prevention in half"
3.24612565940437E+017,"Druggie A-Rod, MLBs biggest fraud, is lucky George Steinbrenner is no longer with us. Yankees would have voided his contract."
3.24604705437262E+017, Great!
3.24599914808086E+017, Thanks.
3.24599477199581E+017,"It is terrible that neither Obama, Biden nor Kerry attended Lady Thatchers funeral. They would all run to Muslim Brotherhood Morsis."
3.24598808396853E+017,"Business is easy. Dealing with people is hard. If you are an entrepreneur, your most important job is to choose who works with you."
3.24175551109689E+017, stephenbaldwin ApprenticeNBC I was not thrilled but left them in because the show is real.
3.24590961827144E+017,Our gov't is so pathetic that some of the billions being wasted in Afghanistan are ending up with terrorists
3.24584451495571E+017,"The Chinese must still be laughing at Kerrys trip to China. He got nothing, gave them everything and promised even more."
3.24566537245696E+017,Had a fantastic time at yesterdays All-Star ApprenticeNBC press conference with StephenBaldwin7 in TrumpTowerNY.
3.2455958584114E+017, Thanks.
3.24558896079454E+017,Great to see RedSox win big yesterday. Good for Boston and the country. Yesterday we were all RedSox fans.
3.2455773287313E+017," Well, I would make America great again."
3.24550484285342E+017, Flattery!
3.24550347823649E+017, Real_LukasHall Thanks.
3.24550046827811E+017," mcuban Wrong--he started it, I finished it!"
3.24531820576248E+017, Thank you.
3.24512510793372E+017, TrumpLasVegas Thanks.
3.24511958575489E+017, Our country needs a negotiator--we are failing fast!
3.24511737078493E+017, Thanks.
3.24269848001663E+017,I discuss yesterday's tragedy at the Boston Marathon in today's video blog.
3.24267967439315E+017,With StephenBaldwin7 earlier today at ApprenticeNBC press conference in TrumpTowerNY.
3.24265693015073E+017, Thank you.
3.24264606698717E+017, Thanks.
3.24264431196455E+017, Thank you.
3.24262399953756E+017,I sure hope the sexting pervert Anthony Weiner runs for mayor. Will be great fun watching him both lose and be humiliated.
3.24247196780331E+017,Via financialpost: Climate changing for global warming journalists by Lawrence Solomon (cont)
3.24244756928553E+017,"Vegas top destination, TrumpLasVegas is a 64-story tower of golden glass What goes on there, stays there!"
3.24237668928086E+017,"Negotiation is persuasion more than power. Be reasonable and flexible, and never let anyone know exactly where youre coming from."
3.24227370309517E+017, Yes.
3.24209288161677E+017,The world economy is under deep stress with growth slowing everywhere. Yet crude is over $87/barrel. Should be $25 at the most.
3.24206487738143E+017,"Congratulations to Boston_Police, FBIBoston &amp, all emergency first responders &amp, doctors for their excellent work under fire yesterday"
3.24199640989831E+017,Via scotsmandotcom: Donald Trump hires top lawyer for wind farm battle
3.24188649212223E+017,Throwing out the first pitch a few years ago at Fenway in Boston- Boston will be better than ever.
3.24185836713304E+017,"Via TVbytheNumbers:TV Ratings Sunday 'Family Guy' &amp, 'The Simpsons' Down, 'All-Star Celebrity Apprentice' Up"
3.24185212194001E+017," I know Adam--he's a great player &amp, great guy!"
3.24184222665408E+017,Its very sad that the administration isnt sending anyone to Margaret Thatchers funeral. She was a big U.S. supporter.
3.24178517300478E+017, Very nice--thanks.
3.24177788305301E+017, TheRealMarilu ApprenticeNBC .TheRealMarilu will be happy--she's also a great person.
3.24177089651696E+017, Macy's will be happy--and so am I.
3.24176350527238E+017, You will love it!
3.24175708979098E+017, foxandfriends IvankaTrump Thanks.
3.24167991963042E+017,"Ive known hardball_chris for a long time &amp, sadly, he gets dumber each &amp, every year--&amp, started from a very low base."
3.24167784118505E+017,".hardball_chris Did you forget about Bill Ayers &amp, so many others? You should apologize to all the people you offended yesterday."
3.24165224502534E+017,.hardball_chris must have the lowest IQ on televisionnow telling people that domestic terrorists are from the right.
3.23936711090512E+017,We must change the laws of our land and seek fair but rapid trials for the perpetrators of terrorist acts (Boston) with harsh punishment!
3.23934793039499E+017,My heart goes out to the people of Boston on this terrible day!
3.23867766350307E+017,.TheRealMarilu is impressing the All Star Celebrity ApprenticeNBC viewers with her continued success on Team Power.
3.23867374535188E+017,"Despite firing StephenBaldwin7 in last night's All Star Celebrity ApprenticeNBC, Stephen had strong overall performance this season"
3.2385993739248E+017,"In case you missed it, my gretawire interview on Obama's IRA rate cut hurting savings &amp, economic growth"
3.23857408722076E+017,"My foxandfriends interview re: IvankaTrump's pregnancy, my grandchildren, Obama's 18% tax rate &amp, Obamacare"
3.23844842000089E+017,"From 10-11 pm, ApprenticeNBC ranks in 18-49 among ABC,CBS, and NBC."
3.23841566315794E+017,.DonaldJTrumpJr and EricTrump with HulkHogan -- Great shot!
3.23752493051965E+017,Will be doing Fox and Friends in two minutes!
3.23631539831316E+017,Do you think I made the right decision?
3.23630144256348E+017,Who do you think is going home?
3.23629929809994E+017,The home of the boardroom- TrumpTowerNY-
3.23627262928896E+017,Product integration is very important.
3.23624883319882E+017,Im impressed -- both teams have produced very entertaining silent films.
3.23624103141573E+017,Great shots of TrumpTowerNY
3.23622747433497E+017,Do you know how many years TheRealMarilu starred on Taxi?
3.23622351935783E+017,What is your favorite THEGaryBusey film? Tonight's short film? Point Break? Lethal Weapon?
3.23620915852214E+017,It's boardroom time! Does anyone miss OMAROSA?
3.2361727814076E+017,.PennJillette and StephenBaldwin7's arguments are making the edit room look like the boardroom.
3.23615555636572E+017,Based on the shoots- which silent film do you think will be better?
3.23610545087459E+017,.pennjillette doesnt like StephenBaldwin7s clich line and Stephen says Penn creeps him out. Do we sense conflict yet?
3.23607440681755E+017,What would you choose- Vampires or Cavemen?
3.23606700726817E+017,A vampire with a day pass? We are in THEGaryBusey land.
3.2360405714928E+017,.THEGaryBusey as Project Manager... is Team Power in trouble??
3.23602000115814E+017,Its truedennisrodman gets the comeback of the year award. I didnt like having to fire him.
3.23601741557932E+017,A lot of comments re MELANIATRUMP vs. Milania last week. I think spelling has taken on a new significance.
3.23601596942541E+017,Get ready to turn to NBC for CELEBRITY APPRENTICE -- TONIGHT'S SHOW IS GREAT!
3.23584895697949E+017, - I am really proud of you Adam - I'll see you soon at Trump National Doral!
3.23582220998689E+017,Great job AdamScott - you deserve it!
3.2356595920393E+017,"Make sure to watch Celebrity Apprentice tonight at 9 on NBC. A GREAT SHOW, JUST LIKE THE MASTERS. 9"
3.23560370923E+017, is a great guy and player!
3.23532397192815E+017, Good luck!
3.23400308782948E+017,"Remember, save your evening to watch Celebrity Apprentice tonight at 9 - increased to a full two hours - great episode - watch Gary B."
3.23216293031461E+017,South Korea must in some form pay for our help-the U.S. must stop being stupid!
3.23215207126163E+017,China will extract much from Secretary Kerry and the U. in order for them to help us with the North Korea problem-don't let this happen!
3.23182694320198E+017,"Did A Rod really try to buy the papers that would implicate him re. drugs - wow, that would be the end, a disaster!"
3.23050106658124E+017, Also true!
3.23039880072536E+017,"Remember, NBC increased Celebrity Apprentice to 2 hours starting this Sunday night at 9 P.M. through end of season-great news for App lovers"
3.23034231783702E+017,Bad break for TigerWoods-hits a great shot which hits the pin and kicks into the water-gets a bogey on hole with another great shot-Champ!
3.23031226673922E+017,What a shame that Kobe Bryant was so badly injured last night - a truly great champion who brought the Lakers back from oblivion this year!
3.22921029708165E+017,"Ridiculous that they gave the 14 year old golfer from China a one stroke penalty for slow play at The Masters(see, I can stick up for China)"
3.22914627958764E+017,I am on David Letterman tonight.
3.22820301824082E+017, China will only rule if we let them--or are stupid.
3.22820087046349E+017, I only speak the truth.
3.22819924517085E+017,"Our country should be worried about nuclear control far more than gun control--&amp, that one's not even close!"
3.22817113859437E+017,I talk about Obamacare in today's -
3.22816188877009E+017, IvankaTrump Thanks.
3.22816038913855E+017, Turbines will kill more birds than hunters.
3.22815760646959E+017, piersmorgan True!
3.22815529817633E+017," Thanks, very nice."
3.228151560506E+017, AlexSalmond pressjournal BBCNews DanScavino Turbines destroy environments and people.
3.22814816236491E+017, DanScavino True.
3.22811095112884E+017,Remember to take time this weekend to relax and regroup. It will pay major dividends for the next week.
3.22809155767394E+017,My performance from last week on David Letterman Late_Show will be re-aired tonight at 11:35 PM on CBS.
3.228057245457E+017,"Always remember that as your success grows, you will be asked for more favors. Learn how to say No. It is critical."
3.22804490065572E+017,"Be up front and direct with people, and they will return the favor. Think Like a Billionaire"
3.22798543221957E+017,Where is the President? It is time for him to come on TV and show strength against the repeated threats from North Korea -- and others.
3.22798240913314E+017,The only American who has met with the North Korean man child is Dennis Rodman. Isnt that frightening and sad?
3.22792909780963E+017,"China controls North Korea. So now besides cyber hacking us all day, they are using the Norks to taunt us. China is a major threat."
3.22779726886367E+017,".TrumpWaikiki is Hawaiis top luxury hotel &amp, destination. Each room features stunning views &amp, superb amenities"
3.22778258322121E+017,All eyes are on TigerWoods The_Masters. Hes in good position!
3.22768440622477E+017,.nbc has increased ApprenticeNBC to 2 hours until the end of the season--full 2 hour episodes starting at 9 PM EST
2.98792470962135E+017, MailOnline A great beauty!
3.22675037519892E+017,"Don't talk to me about Bush, I was never a defender or a fan!"
3.22672900744286E+017,I can't believe we are not asking South Korea for anything. They make a fortune on us while we spend a fortune defending them-how stupid!
3.22455797491696E+017, Thank you.
3.22455593015202E+017, WWE Thanks.
3.2245536666959E+017, WWE VinceMcMahon I hope so!
3.22455245865247E+017, Probably Mark.
3.22448548539032E+017,"Interested is interesting. If you remember that simple rule, you will have no trouble making conversation.- Think Like a Billionaire"
3.22446921379754E+017,"Mr. President, it is time to lead on the Korean crisis. Make a statement from the Rose Garden and send a strong message to the man child!"
3.22433076967907E+017,Obamas budget spends $2B making our navy ships algae-powered The strong world is laughing at us.
3.22421108693426E+017," IvankaTrump, EricTrump, and I 20 years ago-"
3.22420567863079E+017,The time has come. THEGaryBusey will be project mgr on this Sunday's All-Star Celebrity ApprenticeNBC. MUST SEE TV!!! Back to 2 hrs.
3.22408244599468E+017,.Jimmyv3 WWE Greatly appreciate your nice words re WrestleMania. Thats why you are such a respected writer.
3.22407604628361E+017,I really liked everyone at the WWE Hall of Fame ceremony--fantastic people!
3.2240458092526E+017,Congratulations to nyknicks on winning their first Atlantic Division title since 1994. carmeloanthony is a great New Yorker and Knick!
3.22403197010461E+017,Congratulations to IvankaTrump and Jared on the big news. I will have yet another grandchild this fall!
3.22398196670267E+017,Opportunities only present themselves if you are out there looking for them. Be aggressive and seize them when they come.
3.22398059554283E+017,Go for the jugular so that people watching will not want to mess with you. Think Big
